employeeNumber,employeeName,periodStart,periodEnd,basicSalary,riceSubsidy,phoneAllowance,clothingAllowance,grossSalary,sss,philhealth,pagibig,tax,netSalary
10027,Garfield Manalaysay,2024-07-01,2024-07-15,15252.04,0.0,0.0,0.0,15252.04,0.0,0.0,0.0,0.0,15252.04
10028,Lizeth Villegas,2024-07-01,2024-07-15,13935.99,0.0,0.0,0.0,13935.99,0.0,0.0,0.0,0.0,13935.99
10029,Carol Ramos,2024-07-01,2024-07-15,14350.6,0.0,0.0,0.0,14350.6,0.0,0.0,0.0,0.0,14350.6
10030,Emelia Maceda,2024-07-01,2024-07-15,12447.45,0.0,0.0,0.0,12447.45,0.0,0.0,0.0,0.0,12447.45
10031,Delia Aguilar,2024-07-01,2024-07-15,12936.3,0.0,0.0,0.0,12936.3,0.0,0.0,0.0,0.0,12936.3
10032,John Rafael Castro,2024-07-01,2024-07-15,29955.88,0.0,0.0,0.0,29955.88,0.0,0.0,0.0,0.0,29955.88
10033,Carlos Ian Martinez,2024-07-01,2024-07-15,30049.93,0.0,0.0,0.0,30049.93,0.0,0.0,0.0,0.0,30049.93
10034,Beatriz Santos,2024-07-01,2024-07-15,29805.4,0.0,0.0,0.0,29805.4,0.0,0.0,0.0,0.0,29805.4
10001,Manuel III Garcia,2024-06-16,2024-06-30,48921.04,1500.0,2000.0,1000.0,53421.04,1750.0,1223.03,100.0,5628.75,44719.26
10002,Antonio Lim,2024-06-16,2024-06-30,33121.16,1500.0,2000.0,1000.0,37621.16,1656.06,828.03,100.0,1940.81,33096.26
10003,Bianca Sofia Aquino,2024-06-16,2024-06-30,30942.61,1500.0,2000.0,1000.0,35442.61,1547.13,773.57,100.0,1537.78,31484.13
10004,Isabella Reyes,2024-06-16,2024-06-30,31267.61,1500.0,2000.0,1000.0,35767.61,1563.38,781.69,100.0,1597.91,31724.63
10005,Eduard Hernandez,2024-06-16,2024-06-30,27673.53,1500.0,1000.0,1000.0,31173.53,1383.68,691.84,100.0,933.0,28065.01
10006,Andrea Mae Villanueva,2024-06-16,2024-06-30,29043.57,1500.0,1000.0,1000.0,32543.57,1452.18,726.09,100.0,1186.46,29078.84
10007,Brad San Jose,2024-06-16,2024-06-30,22998.98,1500.0,800.0,800.0,26098.98,1149.95,574.97,100.0,68.21,24205.85
10008,Alice Romualdez,2024-06-16,2024-06-30,11468.43,1500.0,500.0,500.0,13968.43,573.42,286.71,100.0,0.0,13008.3
10009,Rosie Atienza,2024-06-16,2024-06-30,12160.84,1500.0,500.0,500.0,14660.84,608.04,304.02,100.0,0.0,13648.78
10010,Roderick Alvaro,2024-06-16,2024-06-30,25083.94,1500.0,1000.0,1000.0,28583.94,1254.2,627.1,100.0,453.93,26148.71
10011,Anthony Salcedo,2024-06-16,2024-06-30,27118.79,1500.0,1000.0,1000.0,30618.79,1355.94,677.97,100.0,830.38,27654.5
10012,Josie Lopez,2024-06-16,2024-06-30,20614.09,1500.0,800.0,800.0,23714.09,1030.7,515.35,100.0,0.0,22068.04
10013,Martha Farala,2024-06-16,2024-06-30,13760.28,1500.0,500.0,500.0,16260.28,688.01,344.01,100.0,0.0,15128.26
10014,Leila Martinez,2024-06-16,2024-06-30,12728.83,1500.0,500.0,500.0,15228.83,636.44,318.22,100.0,0.0,14174.17
10015,Fredrick Romualdez,2024-06-16,2024-06-30,30150.85,1500.0,1000.0,1000.0,33650.85,1507.54,753.77,100.0,1391.31,29898.23
10016,Christian Mata,2024-06-16,2024-06-30,24364.95,1500.0,800.0,800.0,27464.95,1218.25,609.12,100.0,320.92,25216.66
10017,Selena De Leon,2024-06-16,2024-06-30,22352.64,1500.0,800.0,800.0,25452.64,1117.63,558.82,100.0,0.0,23676.19
10018,Allison San Jose,2024-06-16,2024-06-30,12857.28,1500.0,500.0,500.0,15357.28,642.86,321.43,100.0,0.0,14292.99
10019,Cydney Rosario,2024-06-16,2024-06-30,11240.74,1500.0,500.0,500.0,13740.74,562.04,281.02,100.0,0.0,12797.68
10020,Mark Bautista,2024-06-16,2024-06-30,12626.7,1500.0,500.0,500.0,15126.7,631.34,315.67,100.0,0.0,14079.69
10021,Darlene Lazaro,2024-06-16,2024-06-30,12778.93,1500.0,500.0,500.0,15278.93,638.95,319.47,100.0,0.0,14220.51
10022,Kolby Delos Santos,2024-06-16,2024-06-30,12887.4,1500.0,500.0,500.0,15387.4,644.37,322.19,100.0,0.0,14320.84
10023,Vella Santos,2024-06-16,2024-06-30,11373.34,1500.0,500.0,500.0,13873.34,568.67,284.33,100.0,0.0,12920.34
10024,Tomas Del Rosario,2024-06-16,2024-06-30,12463.53,1500.0,500.0,500.0,14963.53,623.18,311.59,100.0,0.0,13928.76
10025,Jacklyn Tolentino,2024-06-16,2024-06-30,11577.37,1500.0,500.0,500.0,14077.37,578.87,289.43,100.0,0.0,13109.07
10026,Percival Gutierrez,2024-06-16,2024-06-30,13388.44,1500.0,500.0,500.0,15888.44,669.42,334.71,100.0,0.0,14784.31
10027,Garfield Manalaysay,2024-06-16,2024-06-30,13783.26,1500.0,500.0,500.0,16283.26,689.16,344.58,100.0,0.0,15149.52
10028,Lizeth Villegas,2024-06-16,2024-06-30,12334.53,1500.0,500.0,500.0,14834.53,616.73,308.36,100.0,0.0,13809.44
10029,Carol Ramos,2024-06-16,2024-06-30,12126.02,1500.0,500.0,500.0,14626.02,606.3,303.15,100.0,0.0,13616.57
10030,Emelia Maceda,2024-06-16,2024-06-30,12020.22,1500.0,500.0,500.0,14520.22,601.01,300.51,100.0,0.0,13518.7
10031,Delia Aguilar,2024-06-16,2024-06-30,12313.52,1500.0,500.0,500.0,14813.52,615.68,307.84,100.0,0.0,13790.0
10032,John Rafael Castro,2024-06-16,2024-06-30,27206.4,1500.0,1000.0,1000.0,30706.4,1360.32,680.16,100.0,846.58,27719.34
10033,Carlos Ian Martinez,2024-06-16,2024-06-30,26519.81,1500.0,1000.0,1000.0,30019.81,1325.99,663.0,100.0,719.56,27211.26
10034,Beatriz Santos,2024-06-16,2024-06-30,28786.49,1500.0,1000.0,1000.0,32286.49,1439.32,719.66,100.0,1138.9,28888.61
10001,Manuel III Garcia,2026-03-16,2026-03-31,16.07,1500.0,2000.0,1000.0,4516.07,0.8,250.0,0.32,0.0,4264.95
10001,Manuel III Garcia,2024-09-01,2024-09-15,47335.34,0.0,0.0,0.0,47335.34,0.0,0.0,0.0,0.0,47335.34
10002,Antonio Lim,2024-09-01,2024-09-15,32246.17,0.0,0.0,0.0,32246.17,0.0,0.0,0.0,0.0,32246.17
10003,Bianca Sofia Aquino,2024-09-01,2024-09-15,31839.03,0.0,0.0,0.0,31839.03,0.0,0.0,0.0,0.0,31839.03
10004,Isabella Reyes,2024-09-01,2024-09-15,32824.74,0.0,0.0,0.0,32824.74,0.0,0.0,0.0,0.0,32824.74
10005,Eduard Hernandez,2024-09-01,2024-09-15,28322.49,0.0,0.0,0.0,28322.49,0.0,0.0,0.0,0.0,28322.49
10006,Andrea Mae Villanueva,2024-09-01,2024-09-15,28002.71,0.0,0.0,0.0,28002.71,0.0,0.0,0.0,0.0,28002.71
10007,Brad San Jose,2024-09-01,2024-09-15,22032.05,0.0,0.0,0.0,22032.05,0.0,0.0,0.0,0.0,22032.05
10008,Alice Romualdez,2024-09-01,2024-09-15,11868.88,0.0,0.0,0.0,11868.88,0.0,0.0,0.0,0.0,11868.88
10009,Rosie Atienza,2024-09-01,2024-09-15,11892.98,0.0,0.0,0.0,11892.98,0.0,0.0,0.0,0.0,11892.98
10010,Roderick Alvaro,2024-09-01,2024-09-15,27892.98,0.0,0.0,0.0,27892.98,0.0,0.0,0.0,0.0,27892.98
10011,Anthony Salcedo,2024-09-01,2024-09-15,27224.67,0.0,0.0,0.0,27224.67,0.0,0.0,0.0,0.0,27224.67
10012,Josie Lopez,2024-09-01,2024-09-15,21848.51,0.0,0.0,0.0,21848.51,0.0,0.0,0.0,0.0,21848.51
10013,Martha Farala,2024-09-01,2024-09-15,12453.11,0.0,0.0,0.0,12453.11,0.0,0.0,0.0,0.0,12453.11
10014,Leila Martinez,2024-09-01,2024-09-15,12984.55,0.0,0.0,0.0,12984.55,0.0,0.0,0.0,0.0,12984.55
10015,Fredrick Romualdez,2024-09-01,2024-09-15,29682.72,0.0,0.0,0.0,29682.72,0.0,0.0,0.0,0.0,29682.72
10016,Christian Mata,2024-09-01,2024-09-15,23029.67,0.0,0.0,0.0,23029.67,0.0,0.0,0.0,0.0,23029.67
10017,Selena De Leon,2024-09-01,2024-09-15,22210.65,0.0,0.0,0.0,22210.65,0.0,0.0,0.0,0.0,22210.65
10018,Allison San Jose,2024-09-01,2024-09-15,11159.05,0.0,0.0,0.0,11159.05,0.0,0.0,0.0,0.0,11159.05
10019,Cydney Rosario,2024-09-01,2024-09-15,12345.67,0.0,0.0,0.0,12345.67,0.0,0.0,0.0,0.0,12345.67
10020,Mark Bautista,2024-09-01,2024-09-15,12086.98,0.0,0.0,0.0,12086.98,0.0,0.0,0.0,0.0,12086.98
10021,Darlene Lazaro,2024-09-01,2024-09-15,12592.11,0.0,0.0,0.0,12592.11,0.0,0.0,0.0,0.0,12592.11
10022,Kolby Delos Santos,2024-09-01,2024-09-15,13725.99,0.0,0.0,0.0,13725.99,0.0,0.0,0.0,0.0,13725.99
10023,Vella Santos,2024-09-01,2024-09-15,11093.42,0.0,0.0,0.0,11093.42,0.0,0.0,0.0,0.0,11093.42
10024,Tomas Del Rosario,2024-09-01,2024-09-15,11136.28,0.0,0.0,0.0,11136.28,0.0,0.0,0.0,0.0,11136.28
10025,Jacklyn Tolentino,2024-09-01,2024-09-15,12627.4,0.0,0.0,0.0,12627.4,0.0,0.0,0.0,0.0,12627.4
10026,Percival Gutierrez,2024-09-01,2024-09-15,13851.03,0.0,0.0,0.0,13851.03,0.0,0.0,0.0,0.0,13851.03
10027,Garfield Manalaysay,2024-09-01,2024-09-15,12318.9,0.0,0.0,0.0,12318.9,0.0,0.0,0.0,0.0,12318.9
10028,Lizeth Villegas,2024-09-01,2024-09-15,12248.82,0.0,0.0,0.0,12248.82,0.0,0.0,0.0,0.0,12248.82
10029,Carol Ramos,2024-09-01,2024-09-15,10750.56,0.0,0.0,0.0,10750.56,0.0,0.0,0.0,0.0,10750.56
10030,Emelia Maceda,2024-09-01,2024-09-15,12673.8,0.0,0.0,0.0,12673.8,0.0,0.0,0.0,0.0,12673.8
10031,Delia Aguilar,2024-09-01,2024-09-15,11716.2,0.0,0.0,0.0,11716.2,0.0,0.0,0.0,0.0,11716.2
10032,John Rafael Castro,2024-09-01,2024-09-15,28538.82,0.0,0.0,0.0,28538.82,0.0,0.0,0.0,0.0,28538.82
10033,Carlos Ian Martinez,2024-09-01,2024-09-15,28159.47,0.0,0.0,0.0,28159.47,0.0,0.0,0.0,0.0,28159.47
10034,Beatriz Santos,2024-09-01,2024-09-15,29890.04,0.0,0.0,0.0,29890.04,0.0,0.0,0.0,0.0,29890.04
